-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/1984 through 12/31/2025 in LST
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS2M_MIN     MERRA-2 Wind Speed at 2 Meters Minimum (m/s) 
-END HEADER-
PARAMETER,YEAR,LAT,LON,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
WS2M_MIN,1993,24.0,89.375,0.09,0.17,0.09,0.04,0.27,0.22,0.5,0.33,0.22,0.13,0.04,0.08,0.04
WS2M_MIN,1993,24.0,90.0,0.11,0.08,0.04,0.12,0.32,0.27,0.77,0.54,0.16,0.09,0.06,0.05,0.04
WS2M_MIN,1993,24.0,90.625,0.11,0.1,0.13,0.14,0.09,0.62,1.01,0.38,0.08,0.1,0.16,0.01,0.01
WS2M_MIN,1993,24.0,91.25,0.12,0.09,0.15,0.16,0.05,0.43,0.66,0.29,0.11,0.04,0.05,0.15,0.04
WS2M_MIN,1993,24.0,91.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,1993,24.0,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,1993,24.5,88.75,0.13,0.11,0.06,0.12,0.11,0.73,0.43,0.17,0.11,0.08,0.16,0.04,0.04
WS2M_MIN,1993,24.5,89.375,0.06,0.05,0.09,0.12,0.07,0.32,0.25,0.14,0.29,0.03,0.05,0.16,0.03
WS2M_MIN,1993,24.5,90.0,0.07,0.05,0.09,0.26,0.18,0.3,0.37,0.34,0.3,0.08,0.1,0.07,0.05
WS2M_MIN,1993,24.5,90.625,0.03,0.1,0.13,0.31,0.09,0.49,0.83,0.33,0.09,0.13,0.08,0.05,0.03
WS2M_MIN,1993,24.5,91.25,0.09,0.08,0.04,0.27,0.18,0.28,0.37,0.36,0.09,0.02,0.05,0.04,0.02
WS2M_MIN,1993,24.5,91.875,0.02,0.04,0.09,0.17,0.09,0.23,0.2,0.1,0.04,0.07,0.11,0.03,0.02
WS2M_MIN,1993,24.5,92.5,0.01,0.01,0.01,0.03,0.01,0.0,0.01,0.03,0.02,0.01,0.01,0.01,0.0
WS2M_MIN,1993,25.0,88.75,0.05,0.21,0.18,0.08,0.16,0.58,0.05,0.05,0.11,0.09,0.12,0.05,0.05
WS2M_MIN,1993,25.0,89.375,0.03,0.1,0.1,0.1,0.08,0.35,0.27,0.27,0.14,0.02,0.02,0.08,0.02
WS2M_MIN,1993,25.0,90.0,0.09,0.12,0.07,0.21,0.26,0.29,0.81,0.09,0.28,0.08,0.06,0.01,0.01
WS2M_MIN,1993,25.0,90.625,0.24,0.11,0.11,0.22,0.16,0.28,0.12,0.25,0.08,0.12,0.05,0.17,0.05
WS2M_MIN,1993,25.0,91.25,0.09,0.08,0.08,0.09,0.09,0.31,0.16,0.16,0.11,0.02,0.09,0.05,0.02
WS2M_MIN,1993,25.0,91.875,0.04,0.1,0.1,0.05,0.09,0.17,0.13,0.04,0.12,0.06,0.18,0.01,0.01
WS2M_MIN,1993,25.0,92.5,0.06,0.08,0.04,0.04,0.05,0.02,0.09,0.13,0.05,0.03,0.09,0.08,0.02
WS2M_MIN,1993,25.5,88.75,0.11,0.09,0.18,0.06,0.18,0.21,0.4,0.1,0.23,0.08,0.08,0.16,0.06
WS2M_MIN,1993,25.5,89.375,0.14,0.05,0.06,0.12,0.41,0.13,0.74,0.24,0.08,0.1,0.03,0.05,0.03
WS2M_MIN,1993,25.5,90.0,0.04,0.11,0.06,0.13,0.25,0.3,0.49,0.15,0.13,0.04,0.09,0.07,0.04
WS2M_MIN,1993,25.5,90.625,0.07,0.03,0.01,0.03,0.04,0.07,0.09,0.05,0.03,0.01,0.01,0.01,0.01
WS2M_MIN,1993,25.5,91.25,0.13,0.1,0.1,0.1,0.18,0.09,0.11,0.25,0.08,0.06,0.04,0.04,0.04
WS2M_MIN,1993,25.5,91.875,0.04,0.12,0.07,0.07,0.16,0.25,0.14,0.15,0.11,0.06,0.03,0.1,0.03
WS2M_MIN,1993,25.5,92.5,0.03,0.01,0.07,0.04,0.02,0.07,0.06,0.11,0.08,0.04,0.03,0.02,0.01
WS2M_MIN,1993,26.0,88.75,0.1,0.09,0.04,0.11,0.23,0.06,0.16,0.06,0.14,0.06,0.12,0.03,0.03
WS2M_MIN,1993,26.0,89.375,0.08,0.06,0.15,0.06,0.45,0.49,0.48,0.15,0.24,0.01,0.01,0.04,0.01
WS2M_MIN,1993,26.0,90.0,0.05,0.09,0.02,0.13,0.19,0.19,0.19,0.33,0.06,0.02,0.02,0.14,0.02
WS2M_MIN,1993,26.0,90.625,0.05,0.15,0.18,0.05,0.05,0.14,0.08,0.07,0.02,0.07,0.09,0.25,0.02
WS2M_MIN,1993,26.0,91.25,0.12,0.15,0.22,0.14,0.06,0.06,0.09,0.06,0.06,0.08,0.04,0.24,0.04
WS2M_MIN,1993,26.0,91.875,0.06,0.03,0.07,0.06,0.06,0.03,0.01,0.03,0.02,0.06,0.01,0.04,0.01
WS2M_MIN,1993,26.0,92.5,0.02,0.01,0.01,0.02,0.02,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01
WS2M_MIN,1994,20.5,88.75,0.13,0.22,0.32,0.18,0.65,2.53,2.24,0.75,0.37,0.04,0.22,0.17,0.04
WS2M_MIN,1994,20.5,89.375,0.21,0.12,0.5,0.3,1.1,2.31,1.99,0.12,0.18,0.13,0.2,0.88,0.12
WS2M_MIN,1994,20.5,90.0,0.04,0.25,0.21,0.28,0.2,0.69,1.74,0.87,0.36,0.17,0.08,1.2,0.04
WS2M_MIN,1994,20.5,90.625,0.12,0.74,0.47,0.45,0.43,0.74,1.7,1.12,0.52,0.3,0.17,1.27,0.12
WS2M_MIN,1994,20.5,91.25,0.08,0.24,0.3,0.89,0.98,2.45,0.45,1.24,0.48,0.1,0.13,0.92,0.08
WS2M_MIN,1994,20.5,91.875,0.37,0.44,0.5,0.26,0.36,2.2,1.53,1.77,0.27,0.22,0.48,1.0,0.22
WS2M_MIN,1994,20.5,92.5,0.27,0.6,0.39,0.34,0.16,0.95,1.4,1.52,1.24,0.17,0.02,0.42,0.02
WS2M_MIN,1994,21.0,88.75,0.2,0.03,0.38,0.14,0.15,1.76,2.42,0.75,0.24,0.02,0.17,0.18,0.02
WS2M_MIN,1994,21.0,89.375,0.31,0.18,0.24,0.19,0.13,1.42,1.51,0.22,0.26,0.06,0.16,0.52,0.06
WS2M_MIN,1994,21.0,90.0,0.17,0.29,0.33,0.24,0.22,1.27,1.8,0.46,0.45,0.14,0.11,0.6,0.11
WS2M_MIN,1994,21.0,90.625,0.1,0.17,0.07,0.42,0.13,0.82,1.17,1.11,0.3,0.08,0.13,0.63,0.07
WS2M_MIN,1994,21.0,91.25,0.26,0.15,0.25,0.73,0.15,1.87,0.42,2.13,0.37,0.06,0.05,0.89,0.05
WS2M_MIN,1994,21.0,91.875,0.47,0.24,0.38,0.28,0.21,1.76,0.97,1.73,0.99,0.14,0.7,0.77,0.14
WS2M_MIN,1994,21.0,92.5,0.05,0.09,0.13,0.1,0.06,0.23,0.29,0.26,0.18,0.02,0.01,0.07,0.01
WS2M_MIN,1994,21.5,88.75,0.28,0.11,0.36,0.3,0.26,1.94,0.32,0.31,0.15,0.1,0.17,0.49,0.1
WS2M_MIN,1994,21.5,89.375,0.01,0.02,0.31,0.49,0.36,1.01,0.66,0.71,0.11,0.13,0.09,0.06,0.01
WS2M_MIN,1994,21.5,90.0,0.25,0.1,0.14,0.17,0.88,0.97,2.01,1.09,0.16,0.13,0.48,0.31,0.1
WS2M_MIN,1994,21.5,90.625,0.2,0.12,0.38,0.37,1.29,1.26,0.94,1.12,0.31,0.18,0.11,0.15,0.11
WS2M_MIN,1994,21.5,91.25,0.31,0.15,0.29,0.95,1.2,1.64,0.29,1.85,0.22,0.42,0.17,0.57,0.15
WS2M_MIN,1994,21.5,91.875,0.18,0.15,0.07,0.12,0.13,1.13,0.4,1.72,0.62,0.03,0.09,0.21,0.03
WS2M_MIN,1994,21.5,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,1994,22.0,88.75,0.2,0.35,0.17,0.24,0.2,0.81,0.54,0.14,0.14,0.06,0.17,0.4,0.06
WS2M_MIN,1994,22.0,89.375,0.09,0.14,0.04,0.19,0.1,0.51,0.21,0.18,0.07,0.04,0.07,0.18,0.04
WS2M_MIN,1994,22.0,90.0,0.08,0.21,0.17,0.23,0.45,0.51,0.93,0.74,0.19,0.11,0.16,0.04,0.04
WS2M_MIN,1994,22.0,90.625,0.1,0.03,0.13,0.08,0.76,0.85,0.71,0.95,0.23,0.06,0.06,0.09,0.03
WS2M_MIN,1994,22.0,91.25,0.32,0.17,0.34,0.48,1.14,1.22,0.23,1.0,0.57,0.09,0.11,0.29,0.09
WS2M_MIN,1994,22.0,91.875,0.17,0.03,0.19,0.06,0.65,0.67,0.3,0.73,0.09,0.05,0.11,0.13,0.03
WS2M_MIN,1994,22.0,92.5,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,1994,22.5,88.75,0.32,0.14,0.1,0.18,0.09,0.52,0.51,0.27,0.29,0.09,0.32,0.39,0.09
WS2M_MIN,1994,22.5,89.375,0.13,0.18,0.22,0.07,0.23,0.47,0.35,0.22,0.22,0.11,0.07,0.54,0.07
WS2M_MIN,1994,22.5,90.0,0.03,0.08,0.2,0.13,0.24,0.48,0.6,0.49,0.06,0.05,0.12,0.16,0.03
WS2M_MIN,1994,22.5,90.625,0.13,0.06,0.17,0.14,0.16,0.28,0.55,0.75,0.29,0.08,0.03,0.07,0.03
WS2M_MIN,1994,22.5,91.25,0.1,0.07,0.27,0.12,0.67,1.13,0.29,0.4,0.47,0.25,0.24,0.28,0.07
WS2M_MIN,1994,22.5,91.875,0.04,0.17,0.04,0.13,0.84,0.43,0.39,0.49,0.24,0.06,0.07,0.07,0.04
WS2M_MIN,1994,22.5,92.5,0.04,0.03,0.03,0.03,0.03,0.1,0.02,0.07,0.04,0.02,0.0,0.01,0.0
WS2M_MIN,1994,23.0,88.75,0.12,0.16,0.06,0.2,0.36,0.33,0.74,0.04,0.13,0.05,0.06,0.56,0.04
WS2M_MIN,1994,23.0,89.375,0.27,0.04,0.54,0.22,0.3,0.95,0.39,0.09,0.34,0.1,0.09,0.29,0.04
WS2M_MIN,1994,23.0,90.0,0.02,0.05,0.12,0.12,0.28,0.11,0.64,0.25,0.08,0.07,0.08,0.03,0.02
WS2M_MIN,1994,23.0,90.625,0.06,0.11,0.06,0.1,0.22,0.9,0.28,0.11,0.01,0.04,0.05,0.05,0.01
WS2M_MIN,1994,23.0,91.25,0.09,0.13,0.14,0.14,0.44,0.76,0.31,0.31,0.3,0.03,0.05,0.03,0.03
WS2M_MIN,1994,23.0,91.875,0.0,0.02,0.02,0.02,0.05,0.03,0.03,0.01,0.0,0.0,0.0,0.01,0.0
WS2M_MIN,1994,23.0,92.5,0.03,0.03,0.02,0.02,0.02,0.06,0.1,0.02,0.04,0.02,0.01,0.01,0.01
WS2M_MIN,1994,23.5,88.75,0.13,0.21,0.2,0.1,0.42,0.24,0.33,0.13,0.15,0.08,0.13,0.35,0.08
WS2M_MIN,1994,23.5,89.375,0.05,0.04,0.04,0.11,0.2,0.12,0.71,0.07,0.33,0.14,0.07,0.17,0.04
WS2M_MIN,1994,23.5,90.0,0.11,0.06,0.04,0.07,0.12,0.38,0.56,0.1,0.22,0.06,0.13,0.11,0.04
WS2M_MIN,1994,23.5,90.625,0.06,0.11,0.2,0.04,0.39,0.93,0.37,0.09,0.13,0.11,0.07,0.14,0.04
WS2M_MIN,1994,23.5,91.25,0.12,0.24,0.16,0.06,0.3,0.77,0.18,0.19,0.11,0.06,0.03,0.07,0.03
WS2M_MIN,1994,23.5,91.875,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,1994,23.5,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,1994,24.0,88.75,0.03,0.09,0.15,0.08,0.17,0.35,0.65,0.06,0.09,0.15,0.04,0.21,0.03
WS2M_MIN,1994,24.0,89.375,0.02,0.08,0.01,0.04,0.08,0.76,1.01,0.18,0.19,0.05,0.03,0.03,0.01
WS2M_MIN,1994,24.0,90.0,0.05,0.02,0.19,0.11,0.03,0.25,0.88,0.21,0.08,0.05,0.04,0.06,0.02
WS2M_MIN,1994,24.0,90.625,0.1,0.1,0.15,0.15,0.27,0.75,0.3,0.39,0.2,0.07,0.08,0.16,0.07
WS2M_MIN,1994,24.0,91.25,0.13,0.36,0.11,0.06,0.31,0.77,0.48,0.28,0.26,0.18,0.06,0.16,0.06
WS2M_MIN,1994,24.0,91.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,1994,24.0,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,1994,24.5,88.75,0.15,0.2,0.11,0.02,0.29,0.1,0.35,0.26,0.33,0.01,0.1,0.14,0.01
WS2M_MIN,1994,24.5,89.375,0.11,0.13,0.03,0.09,0.19,0.66,0.49,0.35,0.06,0.04,0.09,0.07,0.03
WS2M_MIN,1994,24.5,90.0,0.08,0.18,0.04,0.04,0.15,0.23,0.83,0.2,0.14,0.05,0.07,0.04,0.04
WS2M_MIN,1994,24.5,90.625,0.16,0.01,0.15,0.11,0.08,0.64,0.37,0.36,0.09,0.09,0.09,0.04,0.01
WS2M_MIN,1994,24.5,91.25,0.03,0.09,0.2,0.22,0.42,0.38,0.24,0.08,0.09,0.09,0.09,0.01,0.01
WS2M_MIN,1994,24.5,91.875,0.11,0.13,0.16,0.13,0.26,0.32,0.09,0.01,0.09,0.1,0.1,0.09,0.01
WS2M_MIN,1994,24.5,92.5,0.01,0.02,0.04,0.01,0.01,0.04,0.02,0.01,0.01,0.01,0.01,0.01,0.01
WS2M_MIN,1994,25.0,88.75,0.19,0.15,0.11,0.01,0.08,0.51,0.31,0.26,0.07,0.08,0.11,0.25,0.01
WS2M_MIN,1994,25.0,89.375,0.05,0.12,0.08,0.11,0.14,0.67,0.78,0.24,0.07,0.05,0.13,0.11,0.05
WS2M_MIN,1994,25.0,90.0,0.07,0.08,0.26,0.06,0.26,0.49,0.91,0.15,0.21,0.09,0.14,0.06,0.06
WS2M_MIN,1994,25.0,90.625,0.09,0.05,0.08,0.13,0.07,0.46,0.53,0.09,0.06,0.05,0.06,0.1,0.05
WS2M_MIN,1994,25.0,91.25,0.18,0.25,0.03,0.14,0.24,0.15,0.18,0.09,0.18,0.07,0.15,0.04,0.03
WS2M_MIN,1994,25.0,91.875,0.19,0.08,0.09,0.09,0.14,0.13,0.07,0.11,0.04,0.14,0.02,0.21,0.02
WS2M_MIN,1994,25.0,92.5,0.12,0.1,0.04,0.1,0.08,0.04,0.06,0.05,0.06,0.04,0.03,0.13,0.03
WS2M_MIN,1994,25.5,88.75,0.06,0.16,0.06,0.09,0.15,0.28,0.22,0.12,0.08,0.1,0.13,0.1,0.06
WS2M_MIN,1994,25.5,89.375,0.06,0.16,0.02,0.04,0.09,0.58,0.52,0.04,0.1,0.05,0.22,0.23,0.02
WS2M_MIN,1994,25.5,90.0,0.07,0.1,0.14,0.02,0.05,0.44,0.46,0.08,0.04,0.04,0.05,0.01,0.01
WS2M_MIN,1994,25.5,90.625,0.03,0.03,0.06,0.05,0.04,0.08,0.09,0.07,0.02,0.03,0.02,0.03,0.02
WS2M_MIN,1994,25.5,91.25,0.15,0.13,0.13,0.11,0.09,0.01,0.18,0.02,0.03,0.21,0.04,0.06,0.01
WS2M_MIN,1994,25.5,91.875,0.03,0.07,0.14,0.22,0.26,0.03,0.14,0.09,0.04,0.2,0.05,0.06,0.03
WS2M_MIN,1994,25.5,92.5,0.02,0.04,0.04,0.03,0.04,0.06,0.05,0.09,0.05,0.0,0.04,0.05,0.0
WS2M_MIN,1994,26.0,88.75,0.05,0.01,0.04,0.06,0.06,0.3,0.08,0.04,0.08,0.04,0.02,0.02,0.01
WS2M_MIN,1994,26.0,89.375,0.03,0.03,0.05,0.08,0.04,0.51,0.1,0.04,0.12,0.05,0.13,0.09,0.03
WS2M_MIN,1994,26.0,90.0,0.13,0.09,0.12,0.09,0.1,0.26,0.09,0.07,0.15,0.06,0.02,0.04,0.02
WS2M_MIN,1994,26.0,90.625,0.14,0.07,0.07,0.06,0.04,0.04,0.13,0.01,0.09,0.08,0.22,0.19,0.01
WS2M_MIN,1994,26.0,91.25,0.12,0.07,0.1,0.12,0.09,0.07,0.09,0.11,0.04,0.13,0.13,0.02,0.02
WS2M_MIN,1994,26.0,91.875,0.04,0.02,0.09,0.06,0.05,0.05,0.06,0.02,0.02,0.03,0.01,0.03,0.01
WS2M_MIN,1994,26.0,92.5,0.01,0.02,0.03,0.01,0.02,0.0,0.01,0.01,0.02,0.01,0.0,0.01,0.0
WS2M_MIN,1995,20.5,88.75,0.27,0.2,0.08,0.64,0.2,2.42,3.02,1.7,0.17,0.2,2.11,0.6,0.08
WS2M_MIN,1995,20.5,89.375,0.63,0.13,0.52,0.56,0.59,4.11,2.85,1.36,0.31,0.1,1.92,0.76,0.1
WS2M_MIN,1995,20.5,90.0,0.72,0.11,0.9,0.32,0.21,3.18,2.74,1.53,0.99,0.07,0.49,0.88,0.07
WS2M_MIN,1995,20.5,90.625,0.34,0.38,1.4,1.18,0.12,2.27,3.08,1.76,0.67,0.12,0.44,0.14,0.12
WS2M_MIN,1995,20.5,91.25,0.51,0.35,1.62,0.98,0.19,2.4,1.93,1.65,0.44,0.2,0.03,0.98,0.03
WS2M_MIN,1995,20.5,91.875,0.48,0.25,0.42,0.41,0.28,2.9,3.03,1.3,0.42,0.16,0.03,0.45,0.03
WS2M_MIN,1995,20.5,92.5,0.11,0.36,0.14,0.41,0.29,1.43,1.85,0.81,0.07,0.0,0.22,0.33,0.0
WS2M_MIN,1995,21.0,88.75,0.08,0.35,0.28,0.52,0.25,1.79,0.16,1.19,0.36,0.12,1.82,0.11,0.08
WS2M_MIN,1995,21.0,89.375,0.19,0.27,0.36,0.6,0.38,3.05,3.24,1.19,0.38,0.05,1.7,0.59,0.05
WS2M_MIN,1995,21.0,90.0,0.18,0.15,0.58,0.25,0.25,3.6,2.53,0.83,0.56,0.3,0.75,0.71,0.15
WS2M_MIN,1995,21.0,90.625,0.16,0.33,1.36,0.74,0.18,2.24,2.82,1.78,0.64,0.36,0.51,0.12,0.12
WS2M_MIN,1995,21.0,91.25,0.15,0.14,1.72,0.68,0.19,2.35,2.08,1.43,0.42,0.1,0.07,0.98,0.07
WS2M_MIN,1995,21.0,91.875,0.4,0.3,0.21,0.3,0.19,2.53,2.29,1.36,0.36,0.09,0.21,0.33,0.09
WS2M_MIN,1995,21.0,92.5,0.03,0.03,0.06,0.08,0.08,0.25,0.38,0.18,0.1,0.04,0.07,0.02,0.02
WS2M_MIN,1995,21.5,88.75,0.43,0.18,0.25,0.3,1.24,0.59,0.62,0.88,0.59,0.25,1.04,0.17,0.17
WS2M_MIN,1995,21.5,89.375,0.14,0.08,0.44,0.4,0.34,1.68,2.79,0.85,0.16,0.19,1.32,0.11,0.08
WS2M_MIN,1995,21.5,90.0,0.18,0.24,0.11,0.66,0.74,2.19,1.9,0.96,0.08,0.31,1.35,0.18,0.08
WS2M_MIN,1995,21.5,90.625,0.22,0.27,0.13,0.79,0.25,2.75,2.9,1.42,0.72,0.41,0.97,0.29,0.13
WS2M_MIN,1995,21.5,91.25,0.16,0.21,0.41,0.47,0.58,2.79,2.79,1.85,0.18,0.18,1.1,0.41,0.16
WS2M_MIN,1995,21.5,91.875,0.67,0.04,0.24,0.13,0.26,2.69,1.95,1.11,0.15,0.28,0.13,0.4,0.04
WS2M_MIN,1995,21.5,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,1995,22.0,88.75,0.07,0.23,0.38,0.06,0.81,0.47,0.38,0.06,0.14,0.06,0.76,0.43,0.06
WS2M_MIN,1995,22.0,89.375,0.07,0.08,0.24,0.03,0.12,0.98,0.28,0.68,0.12,0.04,0.02,0.19,0.02
WS2M_MIN,1995,22.0,90.0,0.17,0.11,0.29,0.11,0.4,1.57,0.81,0.67,0.1,0.25,0.24,0.01,0.01
WS2M_MIN,1995,22.0,90.625,0.23,0.07,0.15,0.13,0.32,2.26,2.04,1.0,0.84,0.05,0.52,0.16,0.05
WS2M_MIN,1995,22.0,91.25,0.5,0.35,0.42,0.33,0.29,2.25,2.97,1.66,0.81,0.01,0.26,0.21,0.01
WS2M_MIN,1995,22.0,91.875,0.47,0.09,0.09,0.26,0.14,2.31,0.86,0.51,0.3,0.16,0.48,0.23,0.09
WS2M_MIN,1995,22.0,92.5,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.01,0.0
WS2M_MIN,1995,22.5,88.75,0.47,0.19,0.22,0.22,0.85,0.14,0.25,0.1,0.09,0.03,0.28,0.52,0.03
WS2M_MIN,1995,22.5,89.375,0.33,0.03,0.27,0.15,0.46,0.21,0.17,0.24,0.09,0.08,0.09,0.24,0.03
WS2M_MIN,1995,22.5,90.0,0.12,0.18,0.15,0.29,0.29,0.32,0.74,0.43,0.14,0.21,0.23,0.16,0.12
WS2M_MIN,1995,22.5,90.625,0.09,0.14,0.09,0.11,0.24,0.55,1.03,0.1,0.3,0.12,0.59,0.01,0.01
WS2M_MIN,1995,22.5,91.25,0.64,0.52,0.36,0.6,0.22,1.56,1.5,0.76,0.46,0.12,0.1,0.36,0.1
WS2M_MIN,1995,22.5,91.875,0.18,0.22,0.09,0.22,0.11,1.93,0.6,0.68,0.08,0.09,0.19,0.18,0.08
WS2M_MIN,1995,22.5,92.5,0.01,0.01,0.01,0.01,0.01,0.11,0.03,0.01,0.04,0.02,0.01,0.02,0.01
WS2M_MIN,1995,23.0,88.75,0.56,0.16,0.48,0.17,0.29,0.37,0.41,0.16,0.09,0.11,0.11,0.73,0.09
WS2M_MIN,1995,23.0,89.375,0.4,0.02,0.49,0.19,0.06,0.22,0.14,0.2,0.34,0.01,0.15,0.05,0.01
WS2M_MIN,1995,23.0,90.0,0.06,0.11,0.09,0.18,0.28,0.47,0.43,0.29,0.18,0.02,0.04,0.13,0.02
WS2M_MIN,1995,23.0,90.625,0.14,0.07,0.09,0.03,0.26,0.14,1.15,0.3,0.58,0.08,0.04,0.03,0.03
WS2M_MIN,1995,23.0,91.25,0.26,0.14,0.11,0.23,0.43,1.05,1.03,0.16,0.28,0.01,0.1,0.12,0.01
WS2M_MIN,1995,23.0,91.875,0.0,0.02,0.02,0.03,0.02,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,1995,23.0,92.5,0.01,0.01,0.03,0.01,0.01,0.07,0.03,0.05,0.04,0.01,0.03,0.01,0.01
WS2M_MIN,1995,23.5,88.75,0.19,0.04,0.65,0.05,0.19,0.2,0.09,0.15,0.07,0.05,0.02,0.69,0.02
WS2M_MIN,1995,23.5,89.375,0.39,0.12,0.16,0.05,0.36,0.21,0.02,0.41,0.25,0.07,0.05,0.07,0.02
WS2M_MIN,1995,23.5,90.0,0.14,0.02,0.3,0.12,0.04,0.23,0.59,0.25,0.13,0.05,0.21,0.11,0.02
WS2M_MIN,1995,23.5,90.625,0.22,0.13,0.07,0.18,0.01,0.55,1.39,0.27,0.41,0.09,0.14,0.02,0.01
WS2M_MIN,1995,23.5,91.25,0.15,0.15,0.14,0.36,0.38,0.65,1.01,0.25,0.16,0.08,0.07,0.01,0.01
WS2M_MIN,1995,23.5,91.875,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,1995,23.5,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,1995,24.0,88.75,0.4,0.05,0.14,0.04,0.23,0.18,0.23,0.32,0.16,0.1,0.05,0.3,0.04
WS2M_MIN,1995,24.0,89.375,0.19,0.06,0.18,0.12,0.39,0.07,0.22,0.45,0.2,0.05,0.1,0.21,0.05
WS2M_MIN,1995,24.0,90.0,0.19,0.04,0.22,0.21,0.12,0.37,0.24,0.31,0.18,0.11,0.04,0.08,0.04
WS2M_MIN,1995,24.0,90.625,0.25,0.08,0.1,0.08,0.11,0.73,1.05,0.28,0.22,0.08,0.05,0.04,0.04
WS2M_MIN,1995,24.0,91.25,0.08,0.1,0.17,0.23,0.41,0.48,0.69,0.03,0.14,0.06,0.11,0.04,0.03
WS2M_MIN,1995,24.0,91.875,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,1995,24.0,92.5,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WS2M_MIN,1995,24.5,88.75,0.04,0.13,0.1,0.06,0.2,0.18,0.07,0.14,0.16,0.09,0.03,0.06,0.03
WS2M_MIN,1995,24.5,89.375,0.23,0.18,0.14,0.02,0.14,0.17,0.29,0.11,0.14,0.02,0.04,0.09,0.02
WS2M_MIN,1995,24.5,90.0,0.14,0.04,0.17,0.15,0.22,0.37,0.47,0.11,0.14,0.04,0.21,0.08,0.04
WS2M_MIN,1995,24.5,90.625,0.15,0.11,0.11,0.34,0.19,0.27,0.52,0.17,0.13,0.01,0.14,0.04,0.01
WS2M_MIN,1995,24.5,91.25,0.07,0.1,0.11,0.57,0.2,0.31,0.48,0.16,0.05,0.01,0.02,0.05,0.01
WS2M_MIN,1995,24.5,91.875,0.01,0.09,0.11,0.39,0.24,0.14,0.3,0.13,0.05,0.06,0.04,0.02,0.01
WS2M_MIN,1995,24.5,92.5,0.01,0.02,0.03,0.01,0.0,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.0
WS2M_MIN,1995,25.0,88.75,0.16,0.18,0.37,0.03,0.05,0.17,0.37,0.12,0.28,0.01,0.03,0.09,0.01
WS2M_MIN,1995,25.0,89.375,0.23,0.06,0.01,0.1,0.05,0.16,0.21,0.33,0.19,0.09,0.08,0.07,0.01
WS2M_MIN,1995,25.0,90.0,0.16,0.13,0.18,0.21,0.22,0.28,0.25,0.04,0.12,0.03,0.06,0.04,0.03
WS2M_MIN,1995,25.0,90.625,0.01,0.13,0.15,0.09,0.09,0.03,0.64,0.13,0.13,0.02,0.1,0.07,0.01
WS2M_MIN,1995,25.0,91.25,0.14,0.11,0.22,0.18,0.09,0.25,0.05,0.01,0.09,0.17,0.16,0.19,0.01
WS2M_MIN,1995,25.0,91.875,0.29,0.28,0.03,0.07,0.04,0.17,0.29,0.05,0.18,0.22,0.17,0.19,0.03
WS2M_MIN,1995,25.0,92.5,0.1,0.04,0.06,0.06,0.02,0.1,0.14,0.14,0.08,0.09,0.12,0.04,0.02
WS2M_MIN,1995,25.5,88.75,0.33,0.05,0.19,0.1,0.04,0.11,0.46,0.07,0.08,0.06,0.14,0.01,0.01
WS2M_MIN,1995,25.5,89.375,0.32,0.06,0.08,0.17,0.25,0.12,0.15,0.17,0.21,0.01,0.05,0.1,0.01
